Library Address,Product Description,Main Catgory,1st Sub-category,2nd Sub-category
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>FM 458-1 DP application module,"//!branches:D7-SYS, Accessories//",PLC,PLC Hardware,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>FM 458-1 DP application module,//branches:D7-SYS//,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>FM 458-1 DP application module>Accessories,Round cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>FM 458-1 DP application module>Accessories,"SB10
 SB61
 SB71
 SU12
 SU13",PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>SIMATIC TDC multiprocessor control system,"rack
 Flash-EPROM",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>SIMATIC TDC multiprocessor control system,"CPU555
 CPU551",PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>SIMATIC TDC multiprocessor control system,"CP
 CP52A0
 SB10
 SB60
 SB61
 SB70
 SB71
 SU12
 SU13",PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>SIMATIC TDC multiprocessor control system,SM500,PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>SIMATIC TDC multiprocessor control system,D7-SYS,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>SIMATIC control systems>SIMATIC TDC multiprocessor control system,"Round cable
 Service cable",Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Software for SIMATIC Controllers,,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Programming devices,Field PG,PLC,Industrial PC,Field PC
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Programming devices,SIMATIC PG,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Programming devices>Communication software,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D410-2 Control Units,SIMOTION Drive-based & Flash Card,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D410-2 Control Units,"SIMOTION Drive-based
 //!include:Flash Card//",Drive,Servo Drives,
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D410-2 Control Units,SIMOTION TECHNOLOGY,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D4x5-2 Control Units,"SIPLUS D435-2
 SIPLUS D455-2
 SIMOTION Drive-based //!include:Flash Card//",Drive,Servo Drives,
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D4x5-2 Control Units,SIMOTION TECHNOLOGY,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D4x5-2 Control Units,SIMOTION Drive-based & Flash Card,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION D - Drive-based>Supplementary components>SIMOTION CX32-2 Controller Extension,,Drive,Servo Drives,
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION P - PC-based,,PLC,Industrial PC,Rack PC
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION hardware platforms>SIMOTION C - Controller-based,,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION software>SIMOTION runtime software>Ordering of licenses for runtime software,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION software>OPC server,CP,PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION software>OPC server,//!include:CP//,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION software>SIMOTION IT,,PLC,Software,Device & Network Configuration
"Automation Technology>Automation systems>SIMOTION Motion Control System>SIMOTION software>SIMOTION engineering software>SIMOTION SCOUT software package>Ordering of engineering software, information",,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK 808,"//branches:Function overview of SINUMERIK 808D ADVANCED, SINUMERIK 808D on PC//",PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK 828,//branches:Function overview of SINUMERIK 828D with SINAMICS S120//,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK 828>SINUMERIK 828D,"DVD
 DVD-EDITION",PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK 840,//branches:Function overview of SINUMERIK 840D sl with SINAMICS S120//,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK 840>SINUMERIK Safety Integrated,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK ONE,//branches:Function overview of SINUMERIK ONE with SINAMICS S120//,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK ONE>SINUMERIK Safety Integrated,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK MC,"//branches:Function overview of SINUMERIK MC with SINAMICS S120/S210, SINUMERIK MCU 1720//",PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>CNC portfolio>SINUMERIK MC,//branches:SIMATIC Industrial Flat Panel for SINUMERIK//,PLC,HMI,Touch Screen
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>SINUMERIK Operate,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>Operator components for CNC controls>Operator panels for SINUMERIK>SIMATIC IPC for SINUMERIK,,PLC,Industrial PC,Rack PC
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>Operator components for CNC controls>Operator panels for SINUMERIK>Operator panel fronts blackline plus,//!include:Software//,PLC,HMI,Touch Screen
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>Operator components for CNC controls>Operator panels for SINUMERIK>Operator panel fronts blackline plus,Software,PLC,Software,PLC Programming
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>Operator components for CNC controls>Operator panels for SINUMERIK>Operator panel fronts blackline,,PLC,HMI,Touch Screen
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>Operator components for CNC controls>Operator panels for SINUMERIK>Operator panel fronts in classic design,//!branches:SINUMERIK TCU 30.3//,PLC,HMI,Touch Screen
Automation Technology>Automation systems>SINUMERIK CNC automation systems>Related products and functions>CNC Shopfloor Management Software,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>System cabling/control cabinets>System cabling for SIMATIC S7-1500 and ET 200MP>Fully modular connection,//branches:Front connector modules//,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>System cabling/control cabinets>System cabling for SIMATIC S7-1500 and ET 200MP>Fully modular connection,//branches:Connecting cables//,Accessories,Cable & Wire,Industrial Cable
